original_index,review_title,rating,aspect,sentiment,sentiment_phrase,full_review,publishedDate,placeInfo/addressObj/city,placeInfo/addressObj/state,placeInfo/addressObj/country
166,Some Things To Be Aware Of.,4,cleanliness,positive,our room was very nice an updated and clean.,"We stayed at The Hilton Time Square for three nights. Couple of things everyone should know if you haven't heard are this: 1. The hotel is going through some renovations. Currently, there is no lounges or bars to relax in. No area to wait to relax or wait on friends or family. The reservation desk is in a temporary location. 2. I tried to call the front desk, (having a problem with the in room safe) a couple of times, and they never answered. Had to go down there from the 26 floor and one of the guys that assisted with luggage help me solve the problem. 3. Look out for the Destination Charge. This was about $35.00 per day. 4. There are only two elevators from the reservation desk to the ground floor. When we were there, one was out of order. So be aware, long lines could be an issue when you want to leave the hotel.
         Now, this hotel is in a perfect location. Our room was very nice an updated and clean. The staff were all very friendly and courteous and generally wanted to assist you with any requests you may have. Now the question is, would we return to this hotel? The answer is yes, but, only when the renovations have been completed. There are many reasons why I choose a certain hotel to stay at, but I do give preference to the ones that have a lounge/bar area in the hotel.",2024-06-22,New York City,NY,United States
166,Some Things To Be Aware Of.,4,amenities,positive,our room was very nice an updated and clean.,"We stayed at The Hilton Time Square for three nights. Couple of things everyone should know if you haven't heard are this: 1. The hotel is going through some renovations. Currently, there is no lounges or bars to relax in. No area to wait to relax or wait on friends or family. The reservation desk is in a temporary location. 2. I tried to call the front desk, (having a problem with the in room safe) a couple of times, and they never answered. Had to go down there from the 26 floor and one of the guys that assisted with luggage help me solve the problem. 3. Look out for the Destination Charge. This was about $35.00 per day. 4. There are only two elevators from the reservation desk to the ground floor. When we were there, one was out of order. So be aware, long lines could be an issue when you want to leave the hotel.
         Now, this hotel is in a perfect location. Our room was very nice an updated and clean. The staff were all very friendly and courteous and generally wanted to assist you with any requests you may have. Now the question is, would we return to this hotel? The answer is yes, but, only when the renovations have been completed. There are many reasons why I choose a certain hotel to stay at, but I do give preference to the ones that have a lounge/bar area in the hotel.",2024-06-22,New York City,NY,United States
166,Some Things To Be Aware Of.,4,service,positive,the staff were all very friendly and courteous and generally wanted to assist you with any requests you may have.,"We stayed at The Hilton Time Square for three nights. Couple of things everyone should know if you haven't heard are this: 1. The hotel is going through some renovations. Currently, there is no lounges or bars to relax in. No area to wait to relax or wait on friends or family. The reservation desk is in a temporary location. 2. I tried to call the front desk, (having a problem with the in room safe) a couple of times, and they never answered. Had to go down there from the 26 floor and one of the guys that assisted with luggage help me solve the problem. 3. Look out for the Destination Charge. This was about $35.00 per day. 4. There are only two elevators from the reservation desk to the ground floor. When we were there, one was out of order. So be aware, long lines could be an issue when you want to leave the hotel.
         Now, this hotel is in a perfect location. Our room was very nice an updated and clean. The staff were all very friendly and courteous and generally wanted to assist you with any requests you may have. Now the question is, would we return to this hotel? The answer is yes, but, only when the renovations have been completed. There are many reasons why I choose a certain hotel to stay at, but I do give preference to the ones that have a lounge/bar area in the hotel.",2024-06-22,New York City,NY,United States
167,Overall pleasant experience,4,amenities,positive,being able to head right to your room after a long day of travel is amazing.,"My family and I were booked on a cruise out of Manhattan and decided to head to NYC a day before to enjoy the city. As a Hilton Honors member, I had some points, so I decided to book the Hilton New York Times Square for the night. In route to NYC, I received a messaged advising that our room was  available earlier than promised. I was able to check-in and access the room without a key through the Hilton app, which was a big plus. Being able to head right to your room after a long day of travel is amazing.  

We booked the king corner studio suite, which was prefect for myself, my husband and my two teenage sons. The suite was very spacious and had a decent view of the city. The king bed was very comfortable and my sons commented the same about the sofa couch they occupied. The room was clean, which is one of the most important aspects of any hotel stay. The one issue I had with the room is the lack of adequate washcloths and towels to number of people I confirmed with I booked the room. We had to call housekeeping for two additional sets and it took some time for them to arrive, and we received way more than what was requested. 

The only other amenity we utilized at the hotel was valet parking. As a guest of the hotel, you would think parking would be more affordable. I understand that every in NYC is expensive, but 95 bucks was a bit excessive. You're also asked to give the attendant at least an hour to retrieve your vehicle. Honestly the parking is just a layer of inconvenience that I would have avoided if I had properly thought it through. But overall, I was happy with my stay of the Hilton New York Times Square.",2024-06-21,New York City,NY,United States
167,Overall pleasant experience,4,amenities,positive,the suite was very spacious and had a decent view of the city.,"My family and I were booked on a cruise out of Manhattan and decided to head to NYC a day before to enjoy the city. As a Hilton Honors member, I had some points, so I decided to book the Hilton New York Times Square for the night. In route to NYC, I received a messaged advising that our room was  available earlier than promised. I was able to check-in and access the room without a key through the Hilton app, which was a big plus. Being able to head right to your room after a long day of travel is amazing.  

We booked the king corner studio suite, which was prefect for myself, my husband and my two teenage sons. The suite was very spacious and had a decent view of the city. The king bed was very comfortable and my sons commented the same about the sofa couch they occupied. The room was clean, which is one of the most important aspects of any hotel stay. The one issue I had with the room is the lack of adequate washcloths and towels to number of people I confirmed with I booked the room. We had to call housekeeping for two additional sets and it took some time for them to arrive, and we received way more than what was requested. 

The only other amenity we utilized at the hotel was valet parking. As a guest of the hotel, you would think parking would be more affordable. I understand that every in NYC is expensive, but 95 bucks was a bit excessive. You're also asked to give the attendant at least an hour to retrieve your vehicle. Honestly the parking is just a layer of inconvenience that I would have avoided if I had properly thought it through. But overall, I was happy with my stay of the Hilton New York Times Square.",2024-06-21,New York City,NY,United States
167,Overall pleasant experience,4,amenities,positive,the king bed was very comfortable and my sons commented the same about the sofa couch they occupied.,"My family and I were booked on a cruise out of Manhattan and decided to head to NYC a day before to enjoy the city. As a Hilton Honors member, I had some points, so I decided to book the Hilton New York Times Square for the night. In route to NYC, I received a messaged advising that our room was  available earlier than promised. I was able to check-in and access the room without a key through the Hilton app, which was a big plus. Being able to head right to your room after a long day of travel is amazing.  

We booked the king corner studio suite, which was prefect for myself, my husband and my two teenage sons. The suite was very spacious and had a decent view of the city. The king bed was very comfortable and my sons commented the same about the sofa couch they occupied. The room was clean, which is one of the most important aspects of any hotel stay. The one issue I had with the room is the lack of adequate washcloths and towels to number of people I confirmed with I booked the room. We had to call housekeeping for two additional sets and it took some time for them to arrive, and we received way more than what was requested. 

The only other amenity we utilized at the hotel was valet parking. As a guest of the hotel, you would think parking would be more affordable. I understand that every in NYC is expensive, but 95 bucks was a bit excessive. You're also asked to give the attendant at least an hour to retrieve your vehicle. Honestly the parking is just a layer of inconvenience that I would have avoided if I had properly thought it through. But overall, I was happy with my stay of the Hilton New York Times Square.",2024-06-21,New York City,NY,United States
167,Overall pleasant experience,4,amenities,positive,"the room was clean, which is one of the most important aspects of any hotel stay.","My family and I were booked on a cruise out of Manhattan and decided to head to NYC a day before to enjoy the city. As a Hilton Honors member, I had some points, so I decided to book the Hilton New York Times Square for the night. In route to NYC, I received a messaged advising that our room was  available earlier than promised. I was able to check-in and access the room without a key through the Hilton app, which was a big plus. Being able to head right to your room after a long day of travel is amazing.  

We booked the king corner studio suite, which was prefect for myself, my husband and my two teenage sons. The suite was very spacious and had a decent view of the city. The king bed was very comfortable and my sons commented the same about the sofa couch they occupied. The room was clean, which is one of the most important aspects of any hotel stay. The one issue I had with the room is the lack of adequate washcloths and towels to number of people I confirmed with I booked the room. We had to call housekeeping for two additional sets and it took some time for them to arrive, and we received way more than what was requested. 

The only other amenity we utilized at the hotel was valet parking. As a guest of the hotel, you would think parking would be more affordable. I understand that every in NYC is expensive, but 95 bucks was a bit excessive. You're also asked to give the attendant at least an hour to retrieve your vehicle. Honestly the parking is just a layer of inconvenience that I would have avoided if I had properly thought it through. But overall, I was happy with my stay of the Hilton New York Times Square.",2024-06-21,New York City,NY,United States
167,Overall pleasant experience,4,cleanliness,positive,"the room was clean, which is one of the most important aspects of any hotel stay.","My family and I were booked on a cruise out of Manhattan and decided to head to NYC a day before to enjoy the city. As a Hilton Honors member, I had some points, so I decided to book the Hilton New York Times Square for the night. In route to NYC, I received a messaged advising that our room was  available earlier than promised. I was able to check-in and access the room without a key through the Hilton app, which was a big plus. Being able to head right to your room after a long day of travel is amazing.  

We booked the king corner studio suite, which was prefect for myself, my husband and my two teenage sons. The suite was very spacious and had a decent view of the city. The king bed was very comfortable and my sons commented the same about the sofa couch they occupied. The room was clean, which is one of the most important aspects of any hotel stay. The one issue I had with the room is the lack of adequate washcloths and towels to number of people I confirmed with I booked the room. We had to call housekeeping for two additional sets and it took some time for them to arrive, and we received way more than what was requested. 

The only other amenity we utilized at the hotel was valet parking. As a guest of the hotel, you would think parking would be more affordable. I understand that every in NYC is expensive, but 95 bucks was a bit excessive. You're also asked to give the attendant at least an hour to retrieve your vehicle. Honestly the parking is just a layer of inconvenience that I would have avoided if I had properly thought it through. But overall, I was happy with my stay of the Hilton New York Times Square.",2024-06-21,New York City,NY,United States
169,Frustrating Experience!,2,cleanliness,positive,"our room was massive, spacious, and super clean.","I stayed here with a friend for four nights. Our nightly rate with all taxes and fees was $321.16 per night. Tax is 14.76% per night and you are charged an additional $3.50 per room, per night. We were assigned room 3019. 

Service - 

Hit or miss. Mostly a miss, especially with the front desk staff. They are not trained to be welcoming, polite, or friendly. I understand it is NYC and you should not expect NY’ers to be friendly or nice, but c’mon you work in hospitality! They were very transactional and had zero personality. There are four front desk workstations, but I never saw them occupied with four people. Not even during the 4:00 PM check-in time when there was a line wrapped around the corner. There were long waits at the front desk during peak times when they should have been fully staffed. 

We arrived early, so I knew we would not be able to check-in. The front desk agent pre-checked me in and told me to come back after 2:00 PM to get our room keys. I did as she asked, but our room was not ready. She coped an attitude and told me to come back after 4:00 PM stating that they do not have many rooms with two beds and that is when check-in begins. We only came back after 2:00 PM because she told us to! What is the point of doing pre-check in? Doesn’t that let the system know that a person is already here waiting for a room? The entire situation was frustrating. 

The housekeepers who you would see in the hallway were all very friendly.  

Room - 

No doubt the standard rooms are some of the largest in NYC. Our room was massive, spacious, and super clean. Great working AC. Great working mini-refrigerator. Comfortable bed and pillows. Great curtains that kept the sun out when sleeping in. Safe. Iron. Ironing Board. Conveniently placed electrical outlets. 

The bathroom had ample counter space for your toiletries. Tub with shower curtain. Great shower water pressure and temperature. Very large plastic trash can like one you would have in your kitchen at home. It was strange and oddly placed, but I did enjoy having a large trash can in the room. 

Phone in room did not work. Wall lamp next to one bed did not work. Housekeeping cleaned room, but never checked wall soap dispenser in shower, and we ran out of soap. 

Hotel Information -

The hotel has 478 rooms and 44 floors. 

Check-out time is confusing. The website says 11:00 AM, but the sign attached to the inside of the hotel room door says 12:00 PM. The front desk staff said that the sign in the room is wrong. Replace it then with accurate information! I was granted a late check-out until 1:00 PM since I am Diamond status. I was told anything after 1:00 PM would incur a charge. 

The hotel charges an additional mandatory daily fee of $35.00 per room, per night. But, then you get it back as a credit? So annoying and unnecessary. Because I am Diamond status and because there were two of us, our daily credit was $71.00 ($35.00 + $18.00 + 18.00). 

It is free to store your luggage on arrival, but it is $5.00 per bag to store your luggage at check-out. OUTRAGEOUS! I have never seen this at a hotel before. 

The hotel restaurant only serves breakfast. It is a buffet at a cost of $49.00 per person + tax + tip. OUTRAGEOUS! I travel the world and have never seen a standard Hilton property charge this much for a breakfast buffet. 

The market is also OUTRAGEOULSLY priced. It is unbelievable!

The lobby is on floor 21. The hotel rooms are on floors 22-44.

The hotel isn’t the safest. Anyone can come and go. The Security sign on the ground level states that they will check your room key before you enter. They never checked ours and I never saw them check others. The elevator has a room key swipe, but they do not work, so you simply press your floor number and proceed. 

The fitness center is open 24 hours and is located on floor 22.

Location - 

The hotel is currently going through a renovation. Pinnacle Restaurant & Bar is closed and the main entrance on 42nd Street is also closed. You need to enter the hotel at 233 West 41st Street.

The location is the most central in NYC and in the heart of the Theater District / Times Square. You are very close to the Port Authority Bus Terminal, Garment District, Hell's Kitchen, Madison Square Garden, New York Penn Station, and all of the subway lines are near the hotel. If you want a convenient and central location, this hotel is it.",2024-06-17,New York City,NY,United States
169,Frustrating Experience!,2,amenities,positive,"our room was massive, spacious, and super clean.","I stayed here with a friend for four nights. Our nightly rate with all taxes and fees was $321.16 per night. Tax is 14.76% per night and you are charged an additional $3.50 per room, per night. We were assigned room 3019. 

Service - 

Hit or miss. Mostly a miss, especially with the front desk staff. They are not trained to be welcoming, polite, or friendly. I understand it is NYC and you should not expect NY’ers to be friendly or nice, but c’mon you work in hospitality! They were very transactional and had zero personality. There are four front desk workstations, but I never saw them occupied with four people. Not even during the 4:00 PM check-in time when there was a line wrapped around the corner. There were long waits at the front desk during peak times when they should have been fully staffed. 

We arrived early, so I knew we would not be able to check-in. The front desk agent pre-checked me in and told me to come back after 2:00 PM to get our room keys. I did as she asked, but our room was not ready. She coped an attitude and told me to come back after 4:00 PM stating that they do not have many rooms with two beds and that is when check-in begins. We only came back after 2:00 PM because she told us to! What is the point of doing pre-check in? Doesn’t that let the system know that a person is already here waiting for a room? The entire situation was frustrating. 

The housekeepers who you would see in the hallway were all very friendly.  

Room - 

No doubt the standard rooms are some of the largest in NYC. Our room was massive, spacious, and super clean. Great working AC. Great working mini-refrigerator. Comfortable bed and pillows. Great curtains that kept the sun out when sleeping in. Safe. Iron. Ironing Board. Conveniently placed electrical outlets. 

The bathroom had ample counter space for your toiletries. Tub with shower curtain. Great shower water pressure and temperature. Very large plastic trash can like one you would have in your kitchen at home. It was strange and oddly placed, but I did enjoy having a large trash can in the room. 

Phone in room did not work. Wall lamp next to one bed did not work. Housekeeping cleaned room, but never checked wall soap dispenser in shower, and we ran out of soap. 

Hotel Information -

The hotel has 478 rooms and 44 floors. 

Check-out time is confusing. The website says 11:00 AM, but the sign attached to the inside of the hotel room door says 12:00 PM. The front desk staff said that the sign in the room is wrong. Replace it then with accurate information! I was granted a late check-out until 1:00 PM since I am Diamond status. I was told anything after 1:00 PM would incur a charge. 

The hotel charges an additional mandatory daily fee of $35.00 per room, per night. But, then you get it back as a credit? So annoying and unnecessary. Because I am Diamond status and because there were two of us, our daily credit was $71.00 ($35.00 + $18.00 + 18.00). 

It is free to store your luggage on arrival, but it is $5.00 per bag to store your luggage at check-out. OUTRAGEOUS! I have never seen this at a hotel before. 

The hotel restaurant only serves breakfast. It is a buffet at a cost of $49.00 per person + tax + tip. OUTRAGEOUS! I travel the world and have never seen a standard Hilton property charge this much for a breakfast buffet. 

The market is also OUTRAGEOULSLY priced. It is unbelievable!

The lobby is on floor 21. The hotel rooms are on floors 22-44.

The hotel isn’t the safest. Anyone can come and go. The Security sign on the ground level states that they will check your room key before you enter. They never checked ours and I never saw them check others. The elevator has a room key swipe, but they do not work, so you simply press your floor number and proceed. 

The fitness center is open 24 hours and is located on floor 22.

Location - 

The hotel is currently going through a renovation. Pinnacle Restaurant & Bar is closed and the main entrance on 42nd Street is also closed. You need to enter the hotel at 233 West 41st Street.

The location is the most central in NYC and in the heart of the Theater District / Times Square. You are very close to the Port Authority Bus Terminal, Garment District, Hell's Kitchen, Madison Square Garden, New York Penn Station, and all of the subway lines are near the hotel. If you want a convenient and central location, this hotel is it.",2024-06-17,New York City,NY,United States
169,Frustrating Experience!,2,amenities,positive,comfortable bed and pillows.,"I stayed here with a friend for four nights. Our nightly rate with all taxes and fees was $321.16 per night. Tax is 14.76% per night and you are charged an additional $3.50 per room, per night. We were assigned room 3019. 

Service - 

Hit or miss. Mostly a miss, especially with the front desk staff. They are not trained to be welcoming, polite, or friendly. I understand it is NYC and you should not expect NY’ers to be friendly or nice, but c’mon you work in hospitality! They were very transactional and had zero personality. There are four front desk workstations, but I never saw them occupied with four people. Not even during the 4:00 PM check-in time when there was a line wrapped around the corner. There were long waits at the front desk during peak times when they should have been fully staffed. 

We arrived early, so I knew we would not be able to check-in. The front desk agent pre-checked me in and told me to come back after 2:00 PM to get our room keys. I did as she asked, but our room was not ready. She coped an attitude and told me to come back after 4:00 PM stating that they do not have many rooms with two beds and that is when check-in begins. We only came back after 2:00 PM because she told us to! What is the point of doing pre-check in? Doesn’t that let the system know that a person is already here waiting for a room? The entire situation was frustrating. 

The housekeepers who you would see in the hallway were all very friendly.  

Room - 

No doubt the standard rooms are some of the largest in NYC. Our room was massive, spacious, and super clean. Great working AC. Great working mini-refrigerator. Comfortable bed and pillows. Great curtains that kept the sun out when sleeping in. Safe. Iron. Ironing Board. Conveniently placed electrical outlets. 

The bathroom had ample counter space for your toiletries. Tub with shower curtain. Great shower water pressure and temperature. Very large plastic trash can like one you would have in your kitchen at home. It was strange and oddly placed, but I did enjoy having a large trash can in the room. 

Phone in room did not work. Wall lamp next to one bed did not work. Housekeeping cleaned room, but never checked wall soap dispenser in shower, and we ran out of soap. 

Hotel Information -

The hotel has 478 rooms and 44 floors. 

Check-out time is confusing. The website says 11:00 AM, but the sign attached to the inside of the hotel room door says 12:00 PM. The front desk staff said that the sign in the room is wrong. Replace it then with accurate information! I was granted a late check-out until 1:00 PM since I am Diamond status. I was told anything after 1:00 PM would incur a charge. 

The hotel charges an additional mandatory daily fee of $35.00 per room, per night. But, then you get it back as a credit? So annoying and unnecessary. Because I am Diamond status and because there were two of us, our daily credit was $71.00 ($35.00 + $18.00 + 18.00). 

It is free to store your luggage on arrival, but it is $5.00 per bag to store your luggage at check-out. OUTRAGEOUS! I have never seen this at a hotel before. 

The hotel restaurant only serves breakfast. It is a buffet at a cost of $49.00 per person + tax + tip. OUTRAGEOUS! I travel the world and have never seen a standard Hilton property charge this much for a breakfast buffet. 

The market is also OUTRAGEOULSLY priced. It is unbelievable!

The lobby is on floor 21. The hotel rooms are on floors 22-44.

The hotel isn’t the safest. Anyone can come and go. The Security sign on the ground level states that they will check your room key before you enter. They never checked ours and I never saw them check others. The elevator has a room key swipe, but they do not work, so you simply press your floor number and proceed. 

The fitness center is open 24 hours and is located on floor 22.

Location - 

The hotel is currently going through a renovation. Pinnacle Restaurant & Bar is closed and the main entrance on 42nd Street is also closed. You need to enter the hotel at 233 West 41st Street.

The location is the most central in NYC and in the heart of the Theater District / Times Square. You are very close to the Port Authority Bus Terminal, Garment District, Hell's Kitchen, Madison Square Garden, New York Penn Station, and all of the subway lines are near the hotel. If you want a convenient and central location, this hotel is it.",2024-06-17,New York City,NY,United States
169,Frustrating Experience!,2,amenities,positive,great shower water pressure and temperature.,"I stayed here with a friend for four nights. Our nightly rate with all taxes and fees was $321.16 per night. Tax is 14.76% per night and you are charged an additional $3.50 per room, per night. We were assigned room 3019. 

Service - 

Hit or miss. Mostly a miss, especially with the front desk staff. They are not trained to be welcoming, polite, or friendly. I understand it is NYC and you should not expect NY’ers to be friendly or nice, but c’mon you work in hospitality! They were very transactional and had zero personality. There are four front desk workstations, but I never saw them occupied with four people. Not even during the 4:00 PM check-in time when there was a line wrapped around the corner. There were long waits at the front desk during peak times when they should have been fully staffed. 

We arrived early, so I knew we would not be able to check-in. The front desk agent pre-checked me in and told me to come back after 2:00 PM to get our room keys. I did as she asked, but our room was not ready. She coped an attitude and told me to come back after 4:00 PM stating that they do not have many rooms with two beds and that is when check-in begins. We only came back after 2:00 PM because she told us to! What is the point of doing pre-check in? Doesn’t that let the system know that a person is already here waiting for a room? The entire situation was frustrating. 

The housekeepers who you would see in the hallway were all very friendly.  

Room - 

No doubt the standard rooms are some of the largest in NYC. Our room was massive, spacious, and super clean. Great working AC. Great working mini-refrigerator. Comfortable bed and pillows. Great curtains that kept the sun out when sleeping in. Safe. Iron. Ironing Board. Conveniently placed electrical outlets. 

The bathroom had ample counter space for your toiletries. Tub with shower curtain. Great shower water pressure and temperature. Very large plastic trash can like one you would have in your kitchen at home. It was strange and oddly placed, but I did enjoy having a large trash can in the room. 

Phone in room did not work. Wall lamp next to one bed did not work. Housekeeping cleaned room, but never checked wall soap dispenser in shower, and we ran out of soap. 

Hotel Information -

The hotel has 478 rooms and 44 floors. 

Check-out time is confusing. The website says 11:00 AM, but the sign attached to the inside of the hotel room door says 12:00 PM. The front desk staff said that the sign in the room is wrong. Replace it then with accurate information! I was granted a late check-out until 1:00 PM since I am Diamond status. I was told anything after 1:00 PM would incur a charge. 

The hotel charges an additional mandatory daily fee of $35.00 per room, per night. But, then you get it back as a credit? So annoying and unnecessary. Because I am Diamond status and because there were two of us, our daily credit was $71.00 ($35.00 + $18.00 + 18.00). 

It is free to store your luggage on arrival, but it is $5.00 per bag to store your luggage at check-out. OUTRAGEOUS! I have never seen this at a hotel before. 

The hotel restaurant only serves breakfast. It is a buffet at a cost of $49.00 per person + tax + tip. OUTRAGEOUS! I travel the world and have never seen a standard Hilton property charge this much for a breakfast buffet. 

The market is also OUTRAGEOULSLY priced. It is unbelievable!

The lobby is on floor 21. The hotel rooms are on floors 22-44.

The hotel isn’t the safest. Anyone can come and go. The Security sign on the ground level states that they will check your room key before you enter. They never checked ours and I never saw them check others. The elevator has a room key swipe, but they do not work, so you simply press your floor number and proceed. 

The fitness center is open 24 hours and is located on floor 22.

Location - 

The hotel is currently going through a renovation. Pinnacle Restaurant & Bar is closed and the main entrance on 42nd Street is also closed. You need to enter the hotel at 233 West 41st Street.

The location is the most central in NYC and in the heart of the Theater District / Times Square. You are very close to the Port Authority Bus Terminal, Garment District, Hell's Kitchen, Madison Square Garden, New York Penn Station, and all of the subway lines are near the hotel. If you want a convenient and central location, this hotel is it.",2024-06-17,New York City,NY,United States
170,Great Location,4,attractions,positive,"the hotel is in a great location, convenient to time square and all the surrounding attractions.","First the good.  The hotel is in a great location, convenient to time square and all the surrounding attractions.   We arrived early and they were able to check us in.  The rooms are decent size and clean, although a little dated.  The hotel is going through some renovations and hopefully the rooms are on the list. 

Now for the not so good.  At checkin I was not recognized as a Diamond member, we weren’t offered complimentary water and the $39 property credit was only provided for one of the two rooms my party was staying in (apparently this is hotel policy when reserving multiple rooms). This is something I have never experienced at any other Hilton property as a lifetime Diamond member and a deterrent for my whole party to eat breakfast at the $49 per person buffet.  

Overall a very nice stay at a hotel situated in a prime location if you want to enjoy Time Square.",2024-06-16,New York City,NY,United States
170,Great Location,4,attractions,positive,overall a very nice stay at a hotel situated in a prime location if you want to enjoy time square.,"First the good.  The hotel is in a great location, convenient to time square and all the surrounding attractions.   We arrived early and they were able to check us in.  The rooms are decent size and clean, although a little dated.  The hotel is going through some renovations and hopefully the rooms are on the list. 

Now for the not so good.  At checkin I was not recognized as a Diamond member, we weren’t offered complimentary water and the $39 property credit was only provided for one of the two rooms my party was staying in (apparently this is hotel policy when reserving multiple rooms). This is something I have never experienced at any other Hilton property as a lifetime Diamond member and a deterrent for my whole party to eat breakfast at the $49 per person buffet.  

Overall a very nice stay at a hotel situated in a prime location if you want to enjoy Time Square.",2024-06-16,New York City,NY,United States
170,Great Location,4,cleanliness,positive,"the rooms are decent size and clean, although a little dated.","First the good.  The hotel is in a great location, convenient to time square and all the surrounding attractions.   We arrived early and they were able to check us in.  The rooms are decent size and clean, although a little dated.  The hotel is going through some renovations and hopefully the rooms are on the list. 

Now for the not so good.  At checkin I was not recognized as a Diamond member, we weren’t offered complimentary water and the $39 property credit was only provided for one of the two rooms my party was staying in (apparently this is hotel policy when reserving multiple rooms). This is something I have never experienced at any other Hilton property as a lifetime Diamond member and a deterrent for my whole party to eat breakfast at the $49 per person buffet.  

Overall a very nice stay at a hotel situated in a prime location if you want to enjoy Time Square.",2024-06-16,New York City,NY,United States
171,Worse Hotel Ever,1,service,negative,the television is not working and the people at the small lobby reception are so freaking rude!,"I come to NYC every two months to see my son, and always try to stay in Timesquare because of the easy access to the good things NY has. The television is not working and the people at the small lobby reception are SO FREAKING RUDE! You are standing like a moron and they checking their phones. Please stay away from this location because they are not helpful and rude. Parking is 100 dollars at night. The millennium hotel in time square is a nice hotel to stay. To the owner of the Hotel please fire this lazy unhelpful people and hire people who actually wants to work and be polite to people who come to spend their money.",2024-06-15,New York City,NY,United States
171,Worse Hotel Ever,1,amenities,negative,the television is not working and the people at the small lobby reception are so freaking rude!,"I come to NYC every two months to see my son, and always try to stay in Timesquare because of the easy access to the good things NY has. The television is not working and the people at the small lobby reception are SO FREAKING RUDE! You are standing like a moron and they checking their phones. Please stay away from this location because they are not helpful and rude. Parking is 100 dollars at night. The millennium hotel in time square is a nice hotel to stay. To the owner of the Hotel please fire this lazy unhelpful people and hire people who actually wants to work and be polite to people who come to spend their money.",2024-06-15,New York City,NY,United States
171,Worse Hotel Ever,1,attractions,positive,please stay away from this location because they are not helpful and rude.,"I come to NYC every two months to see my son, and always try to stay in Timesquare because of the easy access to the good things NY has. The television is not working and the people at the small lobby reception are SO FREAKING RUDE! You are standing like a moron and they checking their phones. Please stay away from this location because they are not helpful and rude. Parking is 100 dollars at night. The millennium hotel in time square is a nice hotel to stay. To the owner of the Hotel please fire this lazy unhelpful people and hire people who actually wants to work and be polite to people who come to spend their money.",2024-06-15,New York City,NY,United States
172,"Double charged, fraud charges",3,service,positive,"the hilton times square nyc was very clean and all staff was incredibly friendly, the location was perfect.","The Hilton Times Square NYC was very clean and all staff was incredibly friendly, the location was perfect. However I prepaid my room month's prior to the trip, upon check in they tried to charge me again.. I stopped the girl at check in and she said oh yes I do see that (plus I showed the pdf they sent with payment info) and her next remark was your reservation is kind of all of the place but I see that you paid so I just need a card on record. Ok no problem. I gave my card to be run, checked in and went on our way. At approx. 4am my phone started pinging from my bank over and over that someone in NY was trying to hit my account for over 400.00 multiple times. Luckily my bank stopped the charges. The next day we had our $101.00 breakfast which is ridiculous I honestly thought it was included with our stay. And the hotel texted me that we had been checked out so we went on our way through the city. Only to have the phone going off over and over they were trying to hit my card for numerous amounts. I walked back to the hotel from Central Park spoke to a woman at the front desk who agreed again I was paid in full in Nov. and called the back office where they determined AGAIN that my reservation is all over the place but no one could give a good explanation. They issued a refund of $186.00 but still owe me $34.40. The hold is still on my card and they keep trying to hit the bank for many different charges. I think there is some shady back office theft going on at this hotel. I have had to cancel my card etc. And they are STILL Trying to scam me. Be warned it is a great hotel perfect location, clean and friendly staff but I believe I am done with the Hilton Brand at this point.",2024-06-12,New York City,NY,United States
172,"Double charged, fraud charges",3,service,positive,i walked back to the hotel from central park spoke to a woman at the front desk who agreed again i was paid in full in nov. and called the back office where they determined again that my reservation is all over the place but no one could give a good explanation.,"The Hilton Times Square NYC was very clean and all staff was incredibly friendly, the location was perfect. However I prepaid my room month's prior to the trip, upon check in they tried to charge me again.. I stopped the girl at check in and she said oh yes I do see that (plus I showed the pdf they sent with payment info) and her next remark was your reservation is kind of all of the place but I see that you paid so I just need a card on record. Ok no problem. I gave my card to be run, checked in and went on our way. At approx. 4am my phone started pinging from my bank over and over that someone in NY was trying to hit my account for over 400.00 multiple times. Luckily my bank stopped the charges. The next day we had our $101.00 breakfast which is ridiculous I honestly thought it was included with our stay. And the hotel texted me that we had been checked out so we went on our way through the city. Only to have the phone going off over and over they were trying to hit my card for numerous amounts. I walked back to the hotel from Central Park spoke to a woman at the front desk who agreed again I was paid in full in Nov. and called the back office where they determined AGAIN that my reservation is all over the place but no one could give a good explanation. They issued a refund of $186.00 but still owe me $34.40. The hold is still on my card and they keep trying to hit the bank for many different charges. I think there is some shady back office theft going on at this hotel. I have had to cancel my card etc. And they are STILL Trying to scam me. Be warned it is a great hotel perfect location, clean and friendly staff but I believe I am done with the Hilton Brand at this point.",2024-06-12,New York City,NY,United States
